,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations
9538,Asia,15/02/22,109740621.0,585029.0,1328426.0,1969.0,7105176067.0,3343343427.0,2946080440.0,715314011.0,20218282.0
9539,Asia,16/02/22,110336340.0,595719.0,1330441.0,2015.0,7120293809.0,3345726212.0,2950033707.0,717946404.0,17967276.0
9540,Asia,17/02/22,110944541.0,608201.0,1332624.0,2183.0,7137147898.0,3347162513.0,2955650399.0,721044754.0,20882693.0
9541,Asia,18/02/22,111508677.0,564136.0,1334471.0,1847.0,7172975927.0,3356273613.0,2978531704.0,724748475.0,19691740.0
9542,Asia,19/02/22,112063599.0,554922.0,1336677.0,2206.0,7194453564.0,3362162119.0,2985879448.0,731508612.0,19419110.0
9543,Asia,20/02/22,112564302.0,500703.0,1338374.0,1697.0,7205785237.0,3363368210.0,2988600324.0,734828984.0,15957815.0
9544,Asia,21/02/22,113048170.0,483868.0,1340135.0,1761.0,7223280576.0,3366485862.0,2993081034.0,738439423.0,19619006.0
9545,Asia,22/02/22,113672557.0,624387.0,1342138.0,2003.0,7238241815.0,3368544845.0,2998330188.0,740492067.0,21003978.0
9546,Asia,23/02/22,114333381.0,660824.0,1344245.0,2107.0,7251053256.0,3369672225.0,3002295901.0,742743970.0,20287257.0
9547,Asia,24/02/22,114937645.0,604264.0,1346392.0,2147.0,7266754273.0,3383265472.0,3005973233.0,747140563.0,21871439.0
9548,Asia,25/02/22,115526529.0,588884.0,1348305.0,1913.0,7280303720.0,3385488054.0,3012020026.0,844423006.0,22049752.0
9549,Asia,26/02/22,116168193.0,641664.0,1350153.0,1848.0,7290716658.0,3386617226.0,3015976862.0,845310947.0,18754537.0
9550,Asia,27/02/22,116733970.0,565777.0,1351770.0,1617.0,7300412321.0,3387155249.0,3017534058.0,848499370.0,15633693.0
9551,Asia,28/02/22,117295378.0,561408.0,1353846.0,2076.0,7344524769.0,3410015431.0,3028099344.0,853787994.0,20426574.0
9552,Asia,01/03/22,117988189.0,692811.0,1355633.0,1971.0,7353999315.0,3410797591.0,3029985318.0,854917908.0,15523013.0
9553,Asia,02/03/22,118703913.0,715724.0,1357639.0,2006.0,7368799770.0,3411523052.0,3031808449.0,859402319.0,18539384.0
9554,Asia,03/03/22,119496178.0,792265.0,1359536.0,1897.0,7380575078.0,3412491637.0,3036668347.0,861344823.0,17565155.0
9555,Asia,04/03/22,120240857.0,744679.0,1361776.0,2240.0,7391275372.0,3413537258.0,3039473074.0,862741052.0,17485538.0
9556,Asia,05/03/22,120958705.0,717848.0,1363608.0,1832.0,7405133564.0,3415422802.0,3044351823.0,865568260.0,16305470.0
9557,Asia,06/03/22,121611753.0,653048.0,1365290.0,1682.0,7429522522.0,3421899489.0,3052709925.0,870787380.0,13795767.0
9558,Asia,07/03/22,122205311.0,593558.0,1367047.0,1757.0,7442133004.0,3422970447.0,3055633362.0,873862499.0,13291699.0
9559,Asia,08/03/22,122995575.0,790264.0,1368935.0,1888.0,7454299674.0,3424360620.0,3059534489.0,876729056.0,12501318.0
9560,Asia,09/03/22,123862903.0,867328.0,1370904.0,1969.0,7466387975.0,3425170368.0,3062655643.0,879218735.0,13078176.0
9561,Asia,10/03/22,124620050.0,757490.0,1372854.0,1950.0,7478106505.0,3427180895.0,3066237917.0,882162030.0,12784899.0
9562,Asia,11/03/22,125417159.0,797109.0,1374651.0,1797.0,7488340691.0,3428029950.0,3069365177.0,883260159.0,13836981.0
9563,Asia,12/03/22,126402567.0,985408.0,1376303.0,1652.0,7498254660.0,3429241742.0,3071741867.0,885346501.0,10839807.0
9564,Asia,13/03/22,127138385.0,735818.0,1377867.0,1564.0,7510958227.0,3429993537.0,3075808278.0,891647591.0,10409793.0
9565,Asia,14/03/22,127963037.0,824652.0,1379629.0,1762.0,7521973577.0,3433908280.0,3082864074.0,894017955.0,12792445.0
9566,Asia,15/03/22,128753285.0,790248.0,1381223.0,1594.0,7533205345.0,3435186225.0,3086215546.0,896943803.0,13059349.0
9567,Asia,16/03/22,129855525.0,1102240.0,1383045.0,1822.0,7544897927.0,3435964901.0,3088970632.0,899217038.0,12788672.0
9568,Asia,17/03/22,130814377.0,958852.0,1384856.0,1811.0,7555973658.0,3438990895.0,3091471205.0,991466388.0,12956527.0
9569,Asia,18/03/22,131570946.0,756569.0,1386474.0,1618.0,7564371776.0,3440482284.0,3093361696.0,997644674.0,12417927.0
9570,Asia,19/03/22,132499118.0,928172.0,1387969.0,1495.0,7572569950.0,3441729209.0,3094589237.0,998243080.0,10511694.0
9571,Asia,20/03/22,133025323.0,526205.0,1389465.0,1496.0,7579280106.0,3442271554.0,3096442164.0,999402765.0,9167150.0
9572,Asia,21/03/22,133656911.0,631588.0,1390788.0,1323.0,7590681660.0,3445100271.0,3099683290.0,1013315469.0,11572938.0
9573,Asia,22/03/22,134551787.0,894876.0,1392079.0,1291.0,7605181836.0,3447719025.0,3102826702.0,1018274203.0,15596281.0
9574,Asia,23/03/22,135226095.0,674308.0,1393706.0,1627.0,7618524817.0,3451042005.0,3105906119.0,1020694832.0,16035988.0
9575,Asia,24/03/22,135851234.0,625144.0,1395239.0,1534.0,7633755337.0,3454526792.0,3109141044.0,1035580941.0,14210366.0
9576,Asia,25/03/22,136536599.0,685365.0,1400450.0,5211.0,7640734758.0,3456065689.0,3110312407.0,1036266144.0,12260635.0
9577,Asia,26/03/22,137161974.0,625375.0,1401520.0,1070.0,7650072902.0,3459055705.0,3113493502.0,1036744932.0,13586904.0
9578,Asia,27/03/22,137587332.0,425358.0,1402724.0,1204.0,7660418485.0,3460073241.0,3116106044.0,1040261442.0,10539762.0
9579,Asia,28/03/22,138332295.0,744963.0,1403848.0,1124.0,7679899264.0,3461363235.0,3123685038.0,1044156292.0,17666745.0
9580,Asia,29/03/22,139031901.0,699606.0,1405023.0,1175.0,7694881364.0,3462875890.0,3130250339.0,1048008694.0,16248104.0
9581,Asia,30/03/22,139599009.0,567108.0,1406171.0,1148.0,7709576282.0,3465549768.0,3135724349.0,1050386830.0,17458995.0
9582,Asia,31/03/22,140133240.0,534231.0,1407331.0,1160.0,7738899856.0,3474162108.0,3153294065.0,1078136591.0,13241912.0
9583,Asia,01/04/22,140634036.0,500796.0,1408358.0,1027.0,7744063900.0,3475125866.0,3154332300.0,1078607895.0,10699828.0
9584,Asia,02/04/22,141072884.0,438848.0,1409263.0,905.0,7747776702.0,3475844289.0,3154767858.0,1078728756.0,9967024.0
9585,Asia,03/04/22,141437010.0,364126.0,1409938.0,675.0,7757297770.0,3476626230.0,3158313851.0,1081572401.0,9474814.0
9586,Asia,04/04/22,141865482.0,428472.0,1410688.0,750.0,7768324140.0,3478423682.0,3160929781.0,1084044679.0,9662432.0
9587,Asia,05/04/22,142337608.0,472126.0,1411709.0,1021.0,7777088447.0,3480816688.0,3163449005.0,1097649385.0,10286520.0
9588,Asia,06/04/22,142804207.0,466599.0,1412726.0,1017.0,7783951332.0,3482134613.0,3165473992.0,1098956219.0,9434616.0
9589,Asia,07/04/22,143230786.0,426579.0,1413679.0,953.0,7791153522.0,3483089601.0,3166954683.0,1100509449.0,9395906.0
9590,Asia,08/04/22,143655776.0,424990.0,1414712.0,1033.0,7797320378.0,3483881690.0,3168015395.0,1101620679.0,9528169.0
9591,Asia,09/04/22,143996270.0,340494.0,1415548.0,836.0,7803883969.0,3485468189.0,3169579477.0,1102587950.0,8855102.0
9592,Asia,10/04/22,144245864.0,249594.0,1416235.0,687.0,7815741159.0,3487452564.0,3174625836.0,1105509800.0,7472223.0
9593,Asia,11/04/22,144623815.0,377951.0,1416810.0,575.0,7823169621.0,3489573915.0,3177836361.0,1121339920.0,8638216.0
9594,Asia,12/04/22,144955511.0,331696.0,1417312.0,502.0,7830850786.0,3491073234.0,3179647158.0,1123047146.0,9380138.0
9595,Asia,13/04/22,145293765.0,338254.0,1418250.0,938.0,7837181020.0,3491710922.0,3180761255.0,1124684266.0,8423216.0
9596,Asia,14/04/22,145579511.0,285746.0,1418953.0,703.0,7843227423.0,3492558933.0,3182209661.0,1125997495.0,8308090.0
9597,Asia,15/04/22,145914436.0,334925.0,1419646.0,693.0,7846511318.0,3492791710.0,3182703808.0,1126198313.0,7206145.0
9598,Asia,16/04/22,146127137.0,212701.0,1420179.0,533.0,7848847858.0,3492925572.0,3183026390.0,1126270454.0,6623328.0
9599,Asia,17/04/22,146300688.0,173551.0,1420840.0,661.0,7857641893.0,3493591134.0,3184265341.0,1130846768.0,6322385.0
9600,Asia,18/04/22,146562304.0,261616.0,1421304.0,464.0,7866483999.0,3496640226.0,3188966464.0,1146580995.0,7380358.0
9601,Asia,19/04/22,146813902.0,251598.0,1421858.0,554.0,7875136804.0,3497909736.0,3191136523.0,1148937023.0,9760412.0
9602,Asia,20/04/22,147047468.0,233566.0,1422341.0,485.0,7879941857.0,3498386675.0,3192162166.0,1149991257.0,8137716.0
9603,Asia,21/04/22,147289793.0,242325.0,1423023.0,682.0,7887586068.0,3499050676.0,3193778016.0,1152613217.0,9259843.0
9604,Asia,22/04/22,147481817.0,192024.0,1423565.0,542.0,7893193375.0,3499839544.0,3195726661.0,1153425084.0,9740158.0
9605,Asia,23/04/22,147680172.0,198355.0,1424042.0,477.0,7898267162.0,3500665905.0,3196520164.0,1154529928.0,8936284.0
9606,Asia,24/04/22,147831610.0,151438.0,1424485.0,443.0,7906186749.0,3501779780.0,3199276821.0,1156629196.0,7473693.0
9607,Asia,25/04/22,148010726.0,179116.0,1424827.0,342.0,7913018919.0,3502469543.0,3200774484.0,1158911074.0,7832664.0
9608,Asia,26/04/22,148250887.0,240161.0,1426863.0,2036.0,7925669328.0,3504312491.0,3204246756.0,1161340977.0,9450012.0
9609,Asia,27/04/22,148374737.0,123850.0,1427255.0,392.0,7932914337.0,3507542367.0,3208766150.0,1179522975.0,10339335.0
9610,Asia,28/04/22,148585585.0,210873.0,1427790.0,535.0,7939229784.0,3508527536.0,3211328143.0,1182587867.0,8402884.0
9611,Asia,29/04/22,148759563.0,173978.0,1428382.0,592.0,7946158551.0,3509480768.0,3214256902.0,1183851430.0,9875816.0
9612,Asia,30/04/22,148867836.0,108273.0,1428795.0,413.0,7951072853.0,3510453418.0,3216066674.0,1184519026.0,6916167.0
9613,Asia,01/05/22,148996726.0,128890.0,1429090.0,295.0,7955907880.0,3510994976.0,3217846639.0,1186138897.0,6720698.0
9614,Asia,02/05/22,149127456.0,130730.0,1429441.0,352.0,7958537110.0,3511197913.0,3218738013.0,1186663845.0,5536709.0
9615,Asia,03/05/22,149287995.0,160539.0,1429778.0,337.0,7961710816.0,3511555921.0,3220004417.0,1187232367.0,6295394.0
53364,Europe,22/02/20,121.0,42.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
53365,Europe,23/02/20,220.0,99.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
53366,Europe,24/02/20,296.0,76.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
53367,Europe,25/02/20,403.0,107.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
53368,Europe,26/02/20,561.0,158.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0
53369,Europe,27/02/20,811.0,250.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0
53370,Europe,28/02/20,1145.0,334.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0
53371,Europe,29/02/20,1502.0,357.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0
53372,Europe,01/03/20,2259.0,757.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0
53373,Europe,02/03/20,2822.0,563.0,56.0,19.0,0.0,0.0,0.0,0.0,0.0
53374,Europe,03/03/20,3525.0,703.0,85.0,29.0,0.0,0.0,0.0,0.0,0.0
53375,Europe,04/03/20,4551.0,1026.0,114.0,29.0,0.0,0.0,0.0,0.0,0.0
53376,Europe,05/03/20,5876.0,1325.0,159.0,45.0,0.0,0.0,0.0,0.0,0.0
53377,Europe,06/03/20,7663.0,1787.0,215.0,56.0,0.0,0.0,0.0,0.0,0.0
53378,Europe,07/03/20,9866.0,2203.0,265.0,50.0,0.0,0.0,0.0,0.0,0.0
53379,Europe,08/03/20,12291.0,2425.0,411.0,146.0,0.0,0.0,0.0,0.0,0.0
53380,Europe,09/03/20,15579.0,3288.0,528.0,117.0,0.0,0.0,0.0,0.0,0.0
53381,Europe,10/03/20,18935.0,3356.0,721.0,193.0,0.0,0.0,0.0,0.0,0.0
53382,Europe,11/03/20,24227.0,5292.0,962.0,241.0,0.0,0.0,0.0,0.0,0.0
53383,Europe,12/03/20,29059.0,4832.0,1162.0,200.0,0.0,0.0,0.0,0.0,0.0
53384,Europe,13/03/20,39495.0,10436.0,1534.0,372.0,0.0,0.0,0.0,0.0,0.0
53385,Europe,14/03/20,47460.0,7965.0,1825.0,291.0,0.0,0.0,0.0,0.0,0.0
53386,Europe,15/03/20,56237.0,8777.0,2327.0,502.0,0.0,0.0,0.0,0.0,0.0
53387,Europe,16/03/20,66965.0,10728.0,2830.0,503.0,0.0,0.0,0.0,0.0,0.0
53388,Europe,17/03/20,77756.0,10791.0,3430.0,600.0,0.0,0.0,0.0,0.0,0.0
53389,Europe,18/03/20,89832.0,12076.0,4075.0,645.0,0.0,0.0,0.0,0.0,0.0
53390,Europe,19/03/20,109157.0,19325.0,4918.0,843.0,0.0,0.0,0.0,0.0,0.0
53391,Europe,20/03/20,128192.0,19035.0,6095.0,1177.0,0.0,0.0,0.0,0.0,0.0
53392,Europe,21/03/20,150109.0,21917.0,7528.0,1433.0,0.0,0.0,0.0,0.0,0.0
53393,Europe,22/03/20,169723.0,19614.0,8837.0,1309.0,0.0,0.0,0.0,0.0,0.0
53394,Europe,23/03/20,196250.0,26527.0,10412.0,1575.0,0.0,0.0,0.0,0.0,0.0
53395,Europe,24/03/20,221536.0,25286.0,12259.0,1847.0,0.0,0.0,0.0,0.0,0.0
53396,Europe,25/03/20,252505.0,30969.0,14487.0,2228.0,0.0,0.0,0.0,0.0,0.0
53397,Europe,26/03/20,286826.0,34321.0,16779.0,2295.0,0.0,0.0,0.0,0.0,0.0
53398,Europe,27/03/20,321615.0,34789.0,19431.0,2652.0,0.0,0.0,0.0,0.0,0.0
53399,Europe,28/03/20,357694.0,36079.0,22209.0,2778.0,0.0,0.0,0.0,0.0,0.0
53400,Europe,29/03/20,387162.0,29468.0,24775.0,2566.0,0.0,0.0,0.0,0.0,0.0
53401,Europe,30/03/20,419603.0,32441.0,27773.0,2998.0,0.0,0.0,0.0,0.0,0.0
53402,Europe,31/03/20,456217.0,36614.0,31013.0,3240.0,0.0,0.0,0.0,0.0,0.0
53403,Europe,01/04/20,492768.0,36551.0,35287.0,4274.0,0.0,0.0,0.0,0.0,0.0
53404,Europe,02/04/20,528060.0,35292.0,39053.0,3766.0,0.0,0.0,0.0,0.0,0.0
53405,Europe,03/04/20,565824.0,37764.0,43282.0,4229.0,0.0,0.0,0.0,0.0,0.0
53406,Europe,04/04/20,579756.0,31008.0,46973.0,3923.0,0.0,0.0,0.0,0.0,0.0
53407,Europe,05/04/20,607857.0,28101.0,50036.0,3063.0,0.0,0.0,0.0,0.0,0.0
53408,Europe,06/04/20,635417.0,27560.0,53457.0,3421.0,0.0,0.0,0.0,0.0,0.0
53409,Europe,07/04/20,659042.0,27119.0,58518.0,5061.0,0.0,0.0,0.0,0.0,0.0
53410,Europe,08/04/20,691795.0,32753.0,62400.0,3882.0,0.0,0.0,0.0,0.0,0.0
53411,Europe,09/04/20,725352.0,33557.0,67173.0,4773.0,0.0,0.0,0.0,0.0,0.0
53412,Europe,10/04/20,757998.0,32646.0,71699.0,4526.0,0.0,0.0,0.0,0.0,0.0
53413,Europe,11/04/20,786364.0,28366.0,75236.0,3537.0,0.0,0.0,0.0,0.0,0.0
53414,Europe,12/04/20,861038.0,74674.0,78254.0,3018.0,0.0,0.0,0.0,0.0,0.0
53415,Europe,13/04/20,886418.0,25380.0,81449.0,3195.0,0.0,0.0,0.0,0.0,0.0
53416,Europe,14/04/20,924680.0,38262.0,85129.0,3682.0,0.0,0.0,0.0,0.0,0.0
53417,Europe,15/04/20,956120.0,31440.0,89906.0,4777.0,0.0,0.0,0.0,0.0,0.0
53418,Europe,16/04/20,1000263.0,44143.0,94165.0,4259.0,0.0,0.0,0.0,0.0,0.0
53419,Europe,17/04/20,1031965.0,31702.0,98228.0,4063.0,0.0,0.0,0.0,0.0,0.0
53420,Europe,18/04/20,1060844.0,28879.0,101551.0,3323.0,0.0,0.0,0.0,0.0,0.0
53421,Europe,19/04/20,1091235.0,30391.0,104020.0,2469.0,0.0,0.0,0.0,0.0,0.0
53422,Europe,20/04/20,1114723.0,23488.0,106689.0,2669.0,0.0,0.0,0.0,0.0,0.0
53423,Europe,21/04/20,1142675.0,27952.0,110430.0,3741.0,0.0,0.0,0.0,0.0,0.0
53424,Europe,22/04/20,1172285.0,29610.0,113860.0,3430.0,0.0,0.0,0.0,0.0,0.0
53425,Europe,23/04/20,1197570.0,26994.0,116893.0,3033.0,0.0,0.0,0.0,0.0,0.0
53426,Europe,24/04/20,1214033.0,26497.0,120242.0,3349.0,0.0,0.0,0.0,0.0,0.0
53427,Europe,25/04/20,1239373.0,25340.0,123092.0,2850.0,0.0,0.0,0.0,0.0,0.0
53428,Europe,26/04/20,1261614.0,22241.0,124859.0,1767.0,0.0,0.0,0.0,0.0,0.0
53429,Europe,27/04/20,1285552.0,23938.0,126861.0,2002.0,0.0,0.0,0.0,0.0,0.0
53430,Europe,28/04/20,1309825.0,24273.0,129626.0,2765.0,0.0,0.0,0.0,0.0,0.0
53431,Europe,29/04/20,1331183.0,22813.0,132536.0,2910.0,0.0,0.0,0.0,0.0,0.0
53432,Europe,30/04/20,1354267.0,23084.0,134791.0,2255.0,0.0,0.0,0.0,0.0,0.0
53433,Europe,01/05/20,1377696.0,23429.0,136709.0,1918.0,0.0,0.0,0.0,0.0,0.0
53434,Europe,02/05/20,1399761.0,22226.0,139012.0,2303.0,0.0,0.0,0.0,0.0,0.0
53435,Europe,03/05/20,1420909.0,21148.0,140164.0,1152.0,0.0,0.0,0.0,0.0,0.0
53436,Europe,04/05/20,1442276.0,21367.0,141583.0,1419.0,0.0,0.0,0.0,0.0,0.0
53437,Europe,05/05/20,1464653.0,22377.0,143725.0,2142.0,0.0,0.0,0.0,0.0,0.0
53438,Europe,06/05/20,1491693.0,27040.0,146124.0,2399.0,0.0,0.0,0.0,0.0,0.0
53439,Europe,07/05/20,1516703.0,25010.0,147885.0,1761.0,0.0,0.0,0.0,0.0,0.0
53440,Europe,08/05/20,1540208.0,23505.0,149917.0,2032.0,0.0,0.0,0.0,0.0,0.0
53441,Europe,09/05/20,1561321.0,21113.0,151161.0,1244.0,0.0,0.0,0.0,0.0,0.0
53442,Europe,10/05/20,1581069.0,19748.0,152095.0,934.0,0.0,0.0,0.0,0.0,0.0
53443,Europe,11/05/20,1604595.0,23526.0,153176.0,1081.0,0.0,0.0,0.0,0.0,0.0
53444,Europe,12/05/20,1627115.0,22520.0,155017.0,1847.0,0.0,0.0,0.0,0.0,0.0
53445,Europe,13/05/20,1647512.0,20398.0,156550.0,1533.0,0.0,0.0,0.0,0.0,0.0
53446,Europe,14/05/20,1668125.0,20613.0,158192.0,1642.0,0.0,0.0,0.0,0.0,0.0
53447,Europe,15/05/20,1688559.0,20434.0,159592.0,1400.0,0.0,0.0,0.0,0.0,0.0
53448,Europe,16/05/20,1706243.0,17684.0,160755.0,1163.0,0.0,0.0,0.0,0.0,0.0
53449,Europe,17/05/20,1722655.0,16412.0,161746.0,991.0,0.0,0.0,0.0,0.0,0.0
53450,Europe,18/05/20,1739686.0,17031.0,162542.0,797.0,0.0,0.0,0.0,0.0,0.0
53451,Europe,19/05/20,1757997.0,18311.0,163451.0,1126.0,0.0,0.0,0.0,0.0,0.0
53452,Europe,20/05/20,1776203.0,18206.0,164643.0,1192.0,0.0,0.0,0.0,0.0,0.0
53453,Europe,21/05/20,1793848.0,17645.0,165600.0,957.0,0.0,0.0,0.0,0.0,0.0
53454,Europe,22/05/20,1812425.0,18577.0,167210.0,1610.0,0.0,0.0,0.0,0.0,0.0
53455,Europe,23/05/20,1829413.0,16988.0,168073.0,863.0,0.0,0.0,0.0,0.0,0.0
53456,Europe,24/05/20,1843729.0,14755.0,168815.0,822.0,0.0,0.0,0.0,0.0,0.0
53457,Europe,25/05/20,1857974.0,14617.0,167440.0,545.0,0.0,0.0,0.0,0.0,0.0
53458,Europe,26/05/20,1874114.0,16140.0,168537.0,1097.0,0.0,0.0,0.0,0.0,0.0
53459,Europe,27/05/20,1889258.0,15144.0,169520.0,983.0,0.0,0.0,0.0,0.0,0.0
53460,Europe,28/05/20,1909332.0,20074.0,170447.0,927.0,0.0,0.0,0.0,0.0,0.0
53461,Europe,29/05/20,1925916.0,16584.0,171373.0,926.0,0.0,0.0,0.0,0.0,0.0
53462,Europe,30/05/20,1943029.0,17113.0,172093.0,720.0,0.0,0.0,0.0,0.0,0.0
53463,Europe,31/05/20,1957567.0,14538.0,172487.0,394.0,0.0,0.0,0.0,0.0,0.0
53464,Europe,01/06/20,1972374.0,14807.0,172947.0,462.0,0.0,0.0,0.0,0.0,0.0
53465,Europe,02/06/20,1986361.0,14634.0,173725.0,778.0,0.0,0.0,0.0,0.0,0.0
53466,Europe,03/06/20,1998329.0,15194.0,174512.0,787.0,0.0,0.0,0.0,0.0,0.0
53467,Europe,04/06/20,2018149.0,19820.0,175101.0,589.0,0.0,0.0,0.0,0.0,0.0
53468,Europe,05/06/20,2034698.0,16549.0,175879.0,778.0,0.0,0.0,0.0,0.0,0.0
53469,Europe,06/06/20,2050540.0,15842.0,176469.0,590.0,0.0,0.0,0.0,0.0,0.0
53470,Europe,07/06/20,2065209.0,14669.0,176824.0,355.0,0.0,0.0,0.0,0.0,0.0
53471,Europe,08/06/20,2080129.0,14920.0,177233.0,409.0,0.0,0.0,0.0,0.0,0.0
53472,Europe,09/06/20,2095429.0,15300.0,177941.0,708.0,0.0,0.0,0.0,0.0,0.0
53473,Europe,10/06/20,2111226.0,15797.0,178617.0,676.0,0.0,0.0,0.0,0.0,0.0
53474,Europe,11/06/20,2127814.0,16588.0,179076.0,461.0,0.0,0.0,0.0,0.0,0.0
53475,Europe,12/06/20,2144571.0,16757.0,179612.0,536.0,0.0,0.0,0.0,0.0,0.0
53476,Europe,13/06/20,2160576.0,16005.0,180063.0,452.0,0.0,0.0,0.0,0.0,0.0
53477,Europe,14/06/20,2175341.0,14765.0,180347.0,284.0,0.0,0.0,0.0,0.0,0.0
53478,Europe,15/06/20,2189384.0,14043.0,180673.0,326.0,0.0,0.0,0.0,0.0,0.0
53479,Europe,16/06/20,2205061.0,15677.0,181285.0,612.0,0.0,0.0,0.0,0.0,0.0
53480,Europe,17/06/20,2221077.0,16016.0,181914.0,629.0,0.0,0.0,0.0,0.0,0.0
53481,Europe,18/06/20,2237457.0,16380.0,182426.0,512.0,0.0,0.0,0.0,0.0,0.0
53482,Europe,19/06/20,2253522.0,16213.0,184042.0,437.0,0.0,0.0,0.0,0.0,0.0
53483,Europe,20/06/20,2268378.0,14856.0,184450.0,408.0,0.0,0.0,0.0,0.0,0.0
53484,Europe,21/06/20,2281730.0,13352.0,184678.0,229.0,0.0,0.0,0.0,0.0,0.0
53485,Europe,22/06/20,2295328.0,13599.0,184912.0,234.0,0.0,0.0,0.0,0.0,0.0
53486,Europe,23/06/20,2310201.0,14876.0,185470.0,558.0,0.0,0.0,0.0,0.0,0.0
53487,Europe,24/06/20,2325552.0,15351.0,185866.0,427.0,0.0,0.0,0.0,0.0,0.0
53488,Europe,25/06/20,2340453.0,14901.0,186240.0,374.0,0.0,0.0,0.0,0.0,0.0
53489,Europe,26/06/20,2355865.0,15412.0,186735.0,495.0,0.0,0.0,0.0,0.0,0.0
53490,Europe,27/06/20,2370029.0,14164.0,187062.0,327.0,0.0,0.0,0.0,0.0,0.0
53491,Europe,28/06/20,2381784.0,12164.0,187317.0,256.0,0.0,0.0,0.0,0.0,0.0
53492,Europe,29/06/20,2394597.0,12813.0,187578.0,261.0,0.0,0.0,0.0,0.0,0.0
53493,Europe,30/06/20,2407544.0,12947.0,188031.0,453.0,0.0,0.0,0.0,0.0,0.0
53494,Europe,01/07/20,2420727.0,13183.0,188532.0,501.0,0.0,0.0,0.0,0.0,0.0
53495,Europe,02/07/20,2434279.0,13552.0,188937.0,405.0,0.0,0.0,0.0,0.0,0.0
53496,Europe,03/07/20,2448257.0,13978.0,189366.0,429.0,0.0,0.0,0.0,0.0,0.0
53497,Europe,04/07/20,2461089.0,12832.0,189693.0,329.0,0.0,0.0,0.0,0.0,0.0
53498,Europe,05/07/20,2472757.0,11668.0,189945.0,256.0,0.0,0.0,0.0,0.0,0.0
53499,Europe,06/07/20,2486041.0,13284.0,190233.0,288.0,0.0,0.0,0.0,0.0,0.0
53500,Europe,07/07/20,2498146.0,12105.0,190699.0,466.0,0.0,0.0,0.0,0.0,0.0
53501,Europe,08/07/20,2512327.0,14181.0,191136.0,441.0,0.0,0.0,0.0,0.0,0.0
53502,Europe,09/07/20,2526078.0,13751.0,191524.0,388.0,0.0,0.0,0.0,0.0,0.0
53503,Europe,10/07/20,2540738.0,14660.0,191912.0,389.0,0.0,0.0,0.0,0.0,0.0
53504,Europe,11/07/20,2554490.0,13752.0,192249.0,337.0,0.0,0.0,0.0,0.0,0.0
53505,Europe,12/07/20,2566259.0,11769.0,192472.0,223.0,0.0,0.0,0.0,0.0,0.0
53506,Europe,13/07/20,2580672.0,14413.0,192712.0,240.0,0.0,0.0,0.0,0.0,0.0
53507,Europe,14/07/20,2593677.0,13005.0,193089.0,379.0,0.0,0.0,0.0,0.0,0.0
53508,Europe,15/07/20,2608024.0,14347.0,193510.0,421.0,0.0,0.0,0.0,0.0,0.0
53509,Europe,16/07/20,2623286.0,15262.0,193883.0,373.0,0.0,0.0,0.0,0.0,0.0
53510,Europe,17/07/20,2639496.0,16210.0,194256.0,373.0,0.0,0.0,0.0,0.0,0.0
53511,Europe,18/07/20,2653012.0,13516.0,194501.0,247.0,0.0,0.0,0.0,0.0,0.0
53512,Europe,19/07/20,2664695.0,11683.0,194688.0,187.0,0.0,0.0,0.0,0.0,0.0
53513,Europe,20/07/20,2682327.0,17632.0,194920.0,232.0,0.0,0.0,0.0,0.0,0.0
53514,Europe,21/07/20,2696836.0,14509.0,195261.0,355.0,0.0,0.0,0.0,0.0,0.0
53515,Europe,22/07/20,2712679.0,15843.0,195612.0,351.0,0.0,0.0,0.0,0.0,0.0
53516,Europe,23/07/20,2730212.0,17533.0,195934.0,322.0,0.0,0.0,0.0,0.0,0.0
53517,Europe,24/07/20,2747836.0,17624.0,196291.0,357.0,0.0,0.0,0.0,0.0,0.0
53518,Europe,25/07/20,2761795.0,13959.0,196557.0,266.0,0.0,0.0,0.0,0.0,0.0
53519,Europe,26/07/20,2774633.0,12838.0,196755.0,198.0,0.0,0.0,0.0,0.0,0.0
53520,Europe,27/07/20,2796224.0,21591.0,196964.0,227.0,0.0,0.0,0.0,0.0,0.0
53521,Europe,28/07/20,2811592.0,15368.0,197291.0,327.0,0.0,0.0,0.0,0.0,0.0
53522,Europe,29/07/20,2829898.0,18306.0,197694.0,403.0,0.0,0.0,0.0,0.0,0.0
53523,Europe,30/07/20,2849652.0,19754.0,198015.0,322.0,0.0,0.0,0.0,0.0,0.0
53524,Europe,31/07/20,2869490.0,19838.0,198383.0,368.0,0.0,0.0,0.0,0.0,0.0
53525,Europe,01/08/20,2884167.0,14677.0,198619.0,236.0,0.0,0.0,0.0,0.0,0.0
53526,Europe,02/08/20,2897072.0,12905.0,198815.0,209.0,0.0,0.0,0.0,0.0,0.0
